Name,Ingredients,Making,Link,Type
Rimbaud’s Left Hand,"['1 part(s) Pernod Absinthe', '1 part(s) Benedictine', '1 part(s) Aperol Orange Liqueur', '1 part(s) Lemon Juice', '1 part(s) Pineapple Juice', '1 Egg White', 'Rose Water']","Combine ingredients in a mixing glass, shake first without ice. Shake with ice and strain into a coupe glass with sidecar. Garnish with drops of rose water in the center.
Stephen Cole
The Violet Hour
Chicago
Muse – Arthur Rimbaud
Pernod Absinthe has partnered with noted mixologists around the country to create specialty cocktails inspired by artists and writers who were influenced by absinthe.",https://www.barnonedrinks.com/drinks/r/rimbauds-left-hand-13401.html,Cocktails
Rimshot,"['1/2 oz. Lime Juice (freshly squeezed)', '1/2 oz. Campari', '1 1/2 oz. White Rum']",Shake it well with 3 ice cubes and pour everything including ice into a glass. Enjoy.,https://www.barnonedrinks.com/drinks/r/rimshot-11283.html,Cocktails
Rio Villa Iced Tea,"['1 oz. Orange Vodka', '8 oz. Cranberry Juice', '8 oz. Iced Tea', '8 oz. Sweet and Sour Mix', 'Sprite']",Mix together and serve over ice. Add Sprite to taste.,https://www.barnonedrinks.com/drinks/r/rio-villa-iced-tea-10706.html,Cocktails
Rising from the Dead,"['1 bottle(s) Corona Extra', '1 Lemon', '1/4 cup(s) Clamato Juice', '15 drop(s) Hot Sauce']",Squeeze half a lemon into a beer mug. Add Clamato Juice and 3/4 of the bottle of Corona. Add hot suace and squeeze the other half of the lemon in. Serve as cold as possible. This will make you rise from the dead…hangover.,https://www.barnonedrinks.com/drinks/r/rising-from-the-dead-10252.html,Cocktails
Rising Sun,"['2 oz. Sake', '1/2 oz. Grenadine', 'Orange Juice']",Shake with ice and strain into a collins glass and fill with orange juice. Garnish with a lemon slice and a cherry.,https://www.barnonedrinks.com/drinks/r/rising-sun-4161.html,Cocktails
Ritz Fizz,"['Champagne', 'dash(es) Blue Curacao', 'dash(es) Amaretto', 'dash(es) Lemon Juice']","Fill champagne flute with chilled champagne. Add blue Curacao, Amaretto, and lemon juice. Stir and garnish with a twist of lemon.",https://www.barnonedrinks.com/drinks/r/ritz-fizz-4162.html,Cocktails
River Boat Float,"[""1 oz. Captain Morgan's Spiced Rum"", '1 oz. Kahlua', '1 oz. Baileys Irish Cream', 'Cream', 'Cola']",In a highball add liquour..fill cup 2/3 with cream and top off with cola..shake gently.. Baileys and Cola tend to foam up..thus the name FLOAT. Tastes like a root beer float....served at the famous Gateway Clipper Fleet Cruise Ships Pittsburgh Pennsylvania.,https://www.barnonedrinks.com/drinks/r/river-boat-float-8100.html,Cocktails
RK Twist,"['1 oz. Vodka', '3 oz. Tropicana Twister (Orange Stawberry Banana is good)']",Mix in a lowball glass.,https://www.barnonedrinks.com/drinks/r/rk-twist-4163.html,Cocktails
Road Runner #1,"['1 oz. Vodka', '1/2 oz. Amaretto', '1/2 oz. Coconut Cream']",Blend with 1/2 cup of ice for 15 seconds and pour into a champagne flute with a nutmeg/sugar mixture. Garnish with nutmeg.,https://www.barnonedrinks.com/drinks/r/road-runner-1-4164.html,Cocktails
Road Runner #2,"['1 1/2 oz. Tia Maria Chocolate Liqueur', '1 1/2 oz. Grand Marnier']",Shake with ice and strain into a lowball glass.,https://www.barnonedrinks.com/drinks/r/road-runner-2-4165.html,Cocktails
Roaming Buffalo,"['1 1/2 oz. Buffalo Trace Bourbon', '1/2 oz. Light Rum', '1 dash(es) Grenadine', '1/4 oz. Lemon Juice', '1/4 oz. Orange Juice']",Shake with ice and strain into a cocktail glass.,https://www.barnonedrinks.com/drinks/r/roaming-buffalo-14042.html,Cocktails
Roaring Lion Attack,"['1 part(s) Hennessy Cognac VS', '3 part(s) Roaring Lion Energy Drink']",Pour over ice in a cocktail glass.,https://www.barnonedrinks.com/drinks/r/roaring-lion-attack-13934.html,Cocktails
Roaring Lion Breezy Lion,"['1 part(s) Roaring Lion Energy Drink', '2 part(s) Vodka', '1 part(s) 7-Up', '1 part(s) Apple Juice']",Build over ice in a cocktail glass.,https://www.barnonedrinks.com/drinks/r/roaring-lion-breezy-lion-13939.html,Cocktails
Roaring Lion Captain on Safari,"[""1 oz. Captain Morgan's Rum"", 'Roaring Lion Energy Drink']",Build over ice in a highball glass and top with Roaring Lion.,https://www.barnonedrinks.com/drinks/r/roaring-lion-captain-on-safari-13922.html,Cocktails
Roaring Lion Cougar Hunter,"['1 oz. Peach Schnapps', '1 oz. Orange Vodka', '1 oz. Roaring Lion Energy Drink']",Build over ice in a cocktail glass.,https://www.barnonedrinks.com/drinks/r/roaring-lion-cougar-hunter-13927.html,Cocktails
Roaring Lion Goobstopper,"['2 oz. UV Blue Raspberry Vodka', '2 oz. Peach Schnapps', '4 oz. Roaring Lion Energy Drink']",Pour over ice in a cocktail glass.,https://www.barnonedrinks.com/drinks/r/roaring-lion-goobstopper-13931.html,Cocktails
Roaring Lion ink Lion,"['2 part(s) Vodka', '2 part(s) Orange Juice', 'Roaring Lion Energy Drink', 'Grenadine']",Shake Vodka and Orange Juice in a shaker with ice. Strain into a cocktail glass and top with Roaring Lion. Add Grenadine to taste.,https://www.barnonedrinks.com/drinks/r/roaring-lion-ink-lion-13925.html,Cocktails
Roaring Lion King Richard,"['1 oz. Grand Marnier', 'Roaring Lion Energy Drink', '1 splash(es) Grenadine']",Build in a pint glass filled with ice. Add Grand Marnier and fill with Roaring Lion. Add a splash of Grenadine.,https://www.barnonedrinks.com/drinks/r/roaring-lion-king-richard-13935.html,Cocktails
Roaring Lion Mojito,"['1 oz. Light Rum', 'Mint Leaves', 'Lime', 'Roaring Lion Energy Drink']",Muddle mint leaves and limes in a sugar rimmed coctkail glass and top with Roaring Lion.,https://www.barnonedrinks.com/drinks/r/roaring-lion-mojito-13921.html,Cocktails
Roaring Lion New Year's Resolution,"['1 oz. Vodka', '1 part(s) Orange Juice', '1 part(s) Champagne', 'Roaring Lion Energy Drink']",Stir in a champagne glass and top with Roaring Lion.,https://www.barnonedrinks.com/drinks/r/roaring-lion-new-years-resolution-13923.html,Cocktails
Roaring Lion Piece of Lisa,"['1/2 oz. Watermelon Pucker', '1/2 oz. Crown Royal', '1/2 oz. Roaring Lion Energy Drink']",Shake with ice and strain into a cocktail glass over ice.,https://www.barnonedrinks.com/drinks/r/roaring-lion-piece-of-lisa-13932.html,Cocktails
Roaring Lion Striptease,"['1 oz. Vodka (Flavoured)', '1 oz. Apple Pucker', '1 splash(es) Cranberry Juice', 'Roaring Lion Energy Drink']",Build over ice in a coctkail glass and top with Roaring Lion.,https://www.barnonedrinks.com/drinks/r/roaring-lion-striptease-13920.html,Cocktails
Roasted Toasted Almond,"['2 oz. Grand Marnier', '2 oz. Kahlua', '2 oz. Baileys Irish Cream']",Shake with ice and strain into a highball glass.,https://www.barnonedrinks.com/drinks/r/roasted-toasted-almond-4167.html,Cocktails
Rob Roy #1,"['1 1/2 oz. Scotch', '3/4 oz. Sweet Vermouth', 'dash(es) Angostura Bitters']","Stir ingredients with ice, strain into a cocktail glass, and serve. Garnish with a cherry.",https://www.barnonedrinks.com/drinks/r/rob-roy-1-4168.html,Cocktails
Rob Roy #2,"['2 oz. Scotch', '3/4 oz. Italian Vermouth', 'dash(es) Orange Bitters']",Stir in a collins glass and garnish with a cherry.,https://www.barnonedrinks.com/drinks/r/rob-roy-2-4169.html,Cocktails
Rob Roy #3,"['1 oz. Scotch', '1 oz. Italian Vermouth', '2 dash(es) Gomme Syrup']",Shake well in a mixing glass with ice and strain into a highball glass. Serve.,https://www.barnonedrinks.com/drinks/r/rob-roy-3-10233.html,Cocktails
Rob Zombie,"['1/2 oz. Bacardi White Rum', ""1/2 oz. Myer's Dark Rum"", '1/2 oz. Malibu Rum', '1/2 oz. Apricot Brandy', 'Orange Juice', 'Pineapple Juice', '1 splash(es) Cranberry Juice', 'Bacardi 151 Black Bat Rum']","In a shaker mix Bacardi Rum, Myers Dark Rum, Malibu Rum and apricot brandy. Fill with equal parts orange juice and pineapple juice. Add a splash of cranberry juice. Shake and pour over ice in a 12 oz. glass. Float Bacardi 151. Ganish with an orange slice and a cherry and serve.",https://www.barnonedrinks.com/drinks/r/rob-zombie-11586.html,Cocktails
Robert E. Lee Cooler,"['2 oz. Gin', '1/4 tsp. Anisette', '2 oz. Club Soda', '1/2 tsp. Powdered Sugar', '1/2 Lime (Juice of, fresh)', 'Ginger Ale']","Mix well the lime, the sugar and the soda in a collins glass. Add the remaining ingredients over ice cubes and stir again. Garnish with the twist of a lemon peel and an orange spiral so that the end dangles over rim of glass.",https://www.barnonedrinks.com/drinks/r/robert-e-lee-cooler-4170.html,Cocktails
Robin's Nest,"['1 oz. Vodka', '1/2 oz. White Creme de Cacao', '1 oz. Cranberry Juice']",Shake with ice and strain into a cocktail glass.,https://www.barnonedrinks.com/drinks/r/robins-nest-4171.html,Cocktails
Robitussin,"['1 1/2 oz. Cherry Vodka', '1 1/2 oz. Root Beer Schnapps']","Stir, best without the rocks. Tastes just like the real thing.",https://www.barnonedrinks.com/drinks/r/robitussin-4172.html,Cocktails
Robs Pepper Martinni,"['3 oz. Beefeater Dry Gin', '1/2 oz. Vermouth']",Pour ingredients into a glass with 2 or 3 ice cubes and stir. Pour into a chilled glass and garnish with 2 jalapeno stuffed olives. Kick back and enjoy.,https://www.barnonedrinks.com/drinks/r/robs-pepper-martinni-4173.html,Cocktails
Robson Cocktail,"['1 oz. Jamaica Rum', '1 1/2 tsp. Grenadine', '2 tsp. Lemon Juice', '1 tbsp. Orange Juice']",Shake with ice and strain into a cocktail glass.,https://www.barnonedrinks.com/drinks/r/robson-cocktail-4174.html,Cocktails
Rock,"['1 oz. Vodka', '1 oz. Tio Pepe Sherry', '1 oz. Lemon Liqueur']",Shake with ice and strain into a cocktail glass. Garnish with a lemon or lime twist.,https://www.barnonedrinks.com/drinks/r/rock-4175.html,Cocktails
Rock and Rye Cocktail,"['1 oz. Rock and Rye', '1 oz. White Port', '1 1/2 tsp. Dry Vermouth']","Stir with ice, strain into a cocktail glass, and serve.",https://www.barnonedrinks.com/drinks/r/rock-and-rye-cocktail-4176.html,Cocktails
Rock Mountain Bear F**ker,"['1 oz. Tequila', ""1 oz. Jack Daniel's Whiskey"", '1 oz. Southern Comfort']",Mix ingredients and strain either in a shot glass or a lowball glass. Suitable as a harsh cocktail or a quick shooter.,https://www.barnonedrinks.com/drinks/r/rock-mountain-bear-fker-4178.html,Cocktails
Rock Spyder,"['1 oz. Gin', '1 oz. Malibu Rum', '1 oz. Blue Curacao', '4 oz. Pineapple Juice']","Mix the gin, the Malibu and the fruit juice with ice and pour in a highball glass. Add the blue curacao last.",https://www.barnonedrinks.com/drinks/r/rock-spyder-4179.html,Cocktails
Rocket Forward,"['1/4 oz. Rum', '1/4 oz. Vodka', '1/4 oz. Tequila', '1/4 oz. Triple Sec', '1/2 oz. Chambord Raspberry Liqueur', 'Sprite']","Mix in a highball glass (except Chambord), fill with Sprite and add the Chambord in the center of the drink.",https://www.barnonedrinks.com/drinks/r/rocket-forward-7699.html,Cocktails
Rocket Fuel,"['3 oz. Vodka', '3 oz. Rum', '3 oz. Whiskey', '6 oz. Rye Whiskey']",Pour all ingredients over ice in a 16 oz. glass. Stir - never shake - and garnish with a cherry. Note from submitter - do not let this drink near an open flame!!!,https://www.barnonedrinks.com/drinks/r/rocket-fuel-8780.html,Cocktails
Rocket Fuel #2,"['3 oz. Sloe Gin', '2 oz. Southern Comfort', '2 oz. Amaretto', '2 oz. Gin', '2 oz. Vodka', '3 oz. Grenadine', '9 oz. Orange Juice', '9 oz. Cranberry Juice']",Combine in a 32 oz. pitcher. It's similar to an Alabama Slammer but sweeter. I usually get this made at my local bar and drink a metal pitcher of these myself. I don't like the taste of alcohol but I like the affect. This is great for those of you who are like me. Those who like fruity drinks with kick.,https://www.barnonedrinks.com/drinks/r/rocket-fuel-2-7420.html,Cocktails
Rocky Mountain Cooler #1,"['1 1/2 oz. Peach Schnapps', '4 oz. Pineapple Juice', '2 oz. Lemon Lime Soda']",Build in a collins glass and stir.,https://www.barnonedrinks.com/drinks/r/rocky-mountain-cooler-1-4186.html,Cocktails
Rocky Mountain UK,"['1 oz. Gin', '1 oz. Tia Maria', '1/2 oz. Lime Cordial', '4 oz. Canada Dry']",Fill a 10 oz slim-jim glass with crushed ice. Add ingredients and stir. Drink through a straw. Gorgeous!,https://www.barnonedrinks.com/drinks/r/rocky-mountain-uk-11025.html,Cocktails
Rococo,"['1 oz. Cherry Vodka', '1/2 oz. Triple Sec', '1 oz. Orange Juice']",Shake with ice and strain into a cocktail glass.,https://www.barnonedrinks.com/drinks/r/rococo-4189.html,Cocktails
Rod Strawbitch,"['1 oz. Amaretto', '1 oz. Creme de Banane', '1 oz. Irish Cream', '1/2 oz. Grenadine', '6 oz. Milk']",Mix in a blender with ice until it's slushy. Pour in a cocktail glass.,https://www.barnonedrinks.com/drinks/r/rod-strawbitch-9561.html,Cocktails
Rogue Trader,"[""2 part(s) Broker's London Dry Gin"", '1 part(s) Blue Curacao', '1 part(s) Creme de Banane', '1 Pear pureed', '2 part(s) Apple Juice']",Shake with ice and strain into a tall glass. Decorate with fan of 3 pears.,https://www.barnonedrinks.com/drinks/r/rogue-trader-13300.html,Cocktails
Roll Me Over And Take Me Home,"[""1 oz. Jack Daniel's Whiskey"", '1 oz. Southern Comfort', '1 oz. Ouzo']",Combine over ice cubes into a lowball glass.,https://www.barnonedrinks.com/drinks/r/roll-me-over-and-take-me-home-6931.html,Cocktails
Rolls Royce,"['3 oz. Gin', '1 oz. Dry Vermouth', '1 oz. Sweet Vermouth', '1/4 tsp. Benedictine']",Shake with cracked ice and strain into a chilled cocktail glass.,https://www.barnonedrinks.com/drinks/r/rolls-royce-4190.html,Cocktails
Rolls-Royce,"['1 1/2 oz. Gin', '1/2 oz. Sweet Vermouth', '1/2 oz. Dry Vermouth', '1 tsp. Benedictine']",Shake with ice and strain into a cocktail glass.,https://www.barnonedrinks.com/drinks/r/rolls-royce-4191.html,Cocktails
Roman Coke,"['1 1/2 oz. Bacardi Light Rum', '1/2 oz. Sambuca', 'Coca Cola']",'Rum and Coke' with the 'Roman' twist of Sambuca. Get it? Mix over ice and top with Coca Cola. Garnish with a lemon or lime slice.,https://www.barnonedrinks.com/drinks/r/roman-coke-11075.html,Cocktails
Roman Riot,"['1 1/2 oz. Sambuca', '1 1/2 oz. Galliano', '1 1/2 oz. Amaretto']",Build in a lowball glass.,https://www.barnonedrinks.com/drinks/r/roman-riot-4192.html,Cocktails
Romance Cocktail,"['1/4 oz. Brandy', '1/4 oz. Curacao', '1/2 oz. Amer Picon', '1/2 oz. French Vermouth', '1/2 oz. Italian Vermouth']",Shake with ice and strain into a cocktail glass.,https://www.barnonedrinks.com/drinks/r/romance-cocktail-4193.html,Cocktails
Romulan Ale,"['1 1/2 oz. White Rum', '1 oz. Blue Curacao', '6 drop(s) Tabasco Sauce', '7-Up']","Mix all ingredients together. Pour into a tall, narrow glass and fill with 7-Up. Add a grain of salt.",https://www.barnonedrinks.com/drinks/r/romulan-ale-4195.html,Cocktails
Romulan Dream,"['2/3 oz. Grand Marnier', '2/3 oz. Blue Curacao', '2/3 oz. Lemon Juice']",Stir and strain into a highball glass.,https://www.barnonedrinks.com/drinks/r/romulan-dream-4196.html,Cocktails
Romulan Nipple Twister,"['1 oz. Gin', '1 oz. Vodka', '1 oz. White Rum', '1 oz. Tequila', '2 oz. Baileys Irish Cream', '2 oz. Kahlua', '1/2 oz. Bacardi 151 Proof Rum']",Throw 3 cups of ice into a blender and add the shots. Blend until smooth. Pour the alcohol slushie into cups. It should yeild about 4 - 5 8oz. cups. After the cups are filled float a half shot of 151 on top of each. This drink has very little bite going down and tastes like a Jamocha shake.,https://www.barnonedrinks.com/drinks/r/romulan-nipple-twister-12092.html,Cocktails
Rong's Finnigan's Wake,"['1 oz. Kahlua', '1 Guinness']","Combine in a highball glass or half a pint glass and enjoy. Dave says that this drink is very drinkable, so beware.",https://www.barnonedrinks.com/drinks/r/rongs-finnigans-wake-6453.html,Cocktails
Roosta Sunrise,"['1 part(s) Partida Blanco Tequila', '1 part(s) Roostas No 5 Bloody Mary Mix', '1 part(s) Orange Juice']","Shake and Strain into a cocktail glass. Serve with an orange wheel. Arthur Infeld is well know in the Miami bar scene and has recently created his own Roostas No 5 Bloody Mary Mix. – Arthur Infeld, Town Kitchen & Bar, Miami",https://www.barnonedrinks.com/drinks/r/roosta-sunrise-13222.html,Cocktails
Root Beam,"['1 oz. Jim Beam Bourbon Whiskey', ""12 oz. Root Beer Barq's""]",Combine Jim Beam Bourbon Whiskey and root beer over ice in a tall glass.,https://www.barnonedrinks.com/drinks/r/root-beam-10739.html,Cocktails
Root Beer #2,"['1 oz. Kahlua', '1 oz. Galliano', '1 oz. Lemon Juice', '1/2 tsp. Powdered Sugar', 'Cola']",Shake with ice and strain into a highball glass and fill with cola.,https://www.barnonedrinks.com/drinks/r/root-beer-2-4198.html,Cocktails
Root Beer Barrel,"['1 oz. Root Beer Schnapps', 'Beer']",Fill a beer mug half full of beer and a shot glass with the schnapps. Drop the shot into the mug and shoot the whole thing.,https://www.barnonedrinks.com/drinks/r/root-beer-barrel-4199.html,Cocktails
Root Beer Fizz,"['2 oz. Gin', '1 oz. Lemon Juice', '1 tsp. Superfine Sugar', '4 oz. Root Beer']","In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a collins glass almost filled with ice cubes. Add the root beer. Stir well. Garnish with a cherry.",https://www.barnonedrinks.com/drinks/r/root-beer-fizz-4200.html,Cocktails
Root Beer Stassis,"['1/3 part(s) Root Beer', '2/3 part(s) Vanilla Vodka']",Pour vanilla vodka over ice in a rocks glass. Fill with root beer. Stir and serve.,https://www.barnonedrinks.com/drinks/r/root-beer-stassis-10771.html,Cocktails
Root Meister,"['1 1/2 oz. Jagermeister', '6 oz. Root Beer (A and W)']",Mix in an old fashioned glass over ice.,https://www.barnonedrinks.com/drinks/r/root-meister-11682.html,Cocktails
Root of All Evil,"['1 part(s) Pernod Absinthe', '3 part(s) Root Beer']","Fill cocktail glass with ice. Pour in Pernod Absinthe and top with a quality Root Beer.
Grown-up Halloween Parties can full of campy and ghoulish surprises...whether it’s fangs in the punch or blood red cocktails, the opportunity to get creative for an evening of imbibing is endless! Pernod Absinthe, however, requires no added gimmicks to make cocktails that are perfect for Halloween!
Pernod is the ORGINAL Absinthe and it was the favorite drink of some seriously deviant art and literary greats like Edward Allen Poe, Van Gogh and Oscar Wilde. Now available in the US, Pernod Absinthe is an authentic way to add an aura of 18th century-style drama and mystery to a modern Halloween celebration... Its eerie green color and legendary status make Pernod Absinthe the smart host’s spirit of choice.",https://www.barnonedrinks.com/drinks/r/root-of-all-evil-14148.html,Cocktails
Rootbeer Float #1,"['1/2 oz. Vodka', '1/2 oz. Galliano', '1/2 oz. Light Cream', 'Cola']","Pour vodka, Galliano, and light cream into a collins glass filled with ice cubes and stir well. Fill with cola, stir lightly and top with whipped cream.",https://www.barnonedrinks.com/drinks/r/rootbeer-float-1-4201.html,Cocktails
Rootbeer Float #2,"['1 oz. Root Beer Schnapps', 'Beer']",Pour the schnapps in a shot glass and drop the shot glass in the glass of beer. Guzzle the entire thing…it tastes just a rootbeer float.,https://www.barnonedrinks.com/drinks/r/rootbeer-float-2-5931.html,Cocktails
Rootbeer Float #4,"['2 scoop(s) Vanilla Ice Cream', '1 oz. Bourbon Whiskey', 'Root Beer']",Add vanilla ice cream into a tall glass. Add 1 oz. bourbon and fill with rootbeer. Garnish with whipping cream.,https://www.barnonedrinks.com/drinks/r/rootbeer-float-4-14166.html,Cocktails
Rootbeer Float #5,"[""2 oz. Dr. McGillicuddy's French Kiss Vanilla Schnapps"", 'Root Beer', 'Cream']",Fill glass with root beer and add French Kiss. Float the cream,https://www.barnonedrinks.com/drinks/r/rootbeer-float-5-10063.html,Cocktails
Rootbeer Paralyzer,"['1 oz. Kahlua', '1 oz. Root Beer Schnapps', '4 oz. Milk', '3 oz. Coca Cola']",Combine ingredients over ice. Stir and enjoy!,https://www.barnonedrinks.com/drinks/r/rootbeer-paralyzer-9783.html,Cocktails
Rory O'more,"['1 1/2 oz. Irish Whiskey', '3/4 oz. Sweet Vermouth', 'dash(es) Orange Bitters']","Stir with ice, strain into a cocktail glass, and serve.",https://www.barnonedrinks.com/drinks/r/rory-omore-4202.html,Cocktails
Rosa Creme,"['1/2 oz. Baileys Irish Cream', '1/2 oz. Strawberry Vodka', '1/4 oz. Peppermint Liqueur', '1/4 oz. Bacardi Lemon']",Shake with ice and strain into a cocktail glass. Garnish with mint leaves.,https://www.barnonedrinks.com/drinks/r/rosa-creme-9199.html,Cocktails
Rosalind Russell,"['1 oz. Aquavit (Preferably Danish Aalborg Aquavit)', '1/2 oz. Vermouth']",Stir in a collins glass.,https://www.barnonedrinks.com/drinks/r/rosalind-russell-4203.html,Cocktails
Rose Cocktail #1,"['2 oz. French Vermouth', '1/2 oz. Kirsch', '1/4 oz. Grenadine']",Mix in a highball glass.,https://www.barnonedrinks.com/drinks/r/rose-cocktail-1-4204.html,Cocktails
Rose Cocktail #2,"['1/2 oz. Apricot Brandy', '1/2 oz. Dry Vermouth', '1 oz. Gin', '1/2 tsp. Lemon Juice', '1 tsp. Grenadine']",Coat rim of a cocktail glass with lemon juice and powdered sugar. Shake with ice and strain into the prepared glass.,https://www.barnonedrinks.com/drinks/r/rose-cocktail-2-4205.html,Cocktails
Rose Cocktail #3,"['1/2 oz. Cherry Brandy', '1/2 oz. Dry Vermouth', '1 1/2 oz. Gin']",Shake with ice and strain into a cocktail glass.,https://www.barnonedrinks.com/drinks/r/rose-cocktail-3-4206.html,Cocktails
Rose Cocktail (English),"['1/2 oz. Dry Vermouth', '1 oz. Gin', '1/2 oz. Apricot Brandy', '1/2 tsp. Lemon Juice', '1 tsp. Grenadine', 'Powdered Sugar']","Rub rim of cocktail glass with lemon juice and dip into powdered sugar. Shake vermouth, gin, brandy, lemon juice, and grenadine with ice, strain into the sugar-rimmed glass, and serve.",https://www.barnonedrinks.com/drinks/r/rose-cocktail-english-4207.html,Cocktails
Rose Cocktail (French),"['1 1/2 oz. Gin', '1/2 oz. Dry Vermouth', '1/2 oz. Cherry Brandy']","Stir with ice, strain into a cocktail glass, and serve.",https://www.barnonedrinks.com/drinks/r/rose-cocktail-french-4208.html,Cocktails
Rose Kiss,"['Pineapple', 'Mint', '2 part(s) Courvoisier Rose', '1/2 part(s) Dry Vermouth (French)', '1/2 part(s) Lime Juice', '1/4 part(s) Simple Syrup', '3 splash(es) Peychaud Bitters']","Start by muddling pineapple & mint in a cocktail shaker. Add the remaining ingredients, shake well and pour into a rocks glass. Garnish with a fresh pineapple chunk.",https://www.barnonedrinks.com/drinks/r/rose-kiss-14897.html,Cocktails
Rose Margarita,"['2 oz. SENCE Traditional Rose Nectar', '1 1/2 oz. Milagro Silver Tequila', '3/4 oz. Cointreau', '1 oz. Lime Juice', '1 dash(es) Simple Syrup (Sonoma Syrup Pomegranate Infused)']","Shake all ingredients with ice; strain and serve in a chilled cocktail glass. Garnish with a floating rose petal.
Created by Pascal Courtin, Brand Ambassador, Sidney Frank Importing Co. Inc.",https://www.barnonedrinks.com/drinks/r/rose-margarita-14457.html,Cocktails
Rose of Warsaw,"['1 1/2 oz. Wyborowa Pure Vodka', '1 oz. Cherry Liqueur (Preferably Wisniak Cherry Liqueur)', '1/2 oz. Cointreau', 'dash(es) Angostura Bitters']",Stir with ice and pour into a cocktail glass.,https://www.barnonedrinks.com/drinks/r/rose-of-warsaw-4210.html,Cocktails
Rose-Colored Glasses,"['1 1/2 oz. Triple Sec', '1 oz. Vodka', '1 tsp. Sugar', 'Pink Lemonade']",Stir well over ice cubes in a highball glass.,https://www.barnonedrinks.com/drinks/r/rose-colored-glasses-4211.html,Cocktails
Roselyn Cocktail,"['3/4 oz. Dry Vermouth', '1 1/2 oz. Gin', '1/2 tsp. Grenadine']",Stir and strain into a cocktail glass. Garnish with the twist of a lemon peel.,https://www.barnonedrinks.com/drinks/r/roselyn-cocktail-4212.html,Cocktails
Rosencrantz,"['Champagne', '1 oz. Tequila']",Mix together. Light it on fire for a flaming rosencrantz.,https://www.barnonedrinks.com/drinks/r/rosencrantz-12670.html,Cocktails
Rose’ Zipang,"['2 oz. SENCE Traditional Rose Nectar', 'Zipang Sparkling Sake']","Pour SENCE Rose Nectar in a flute and fill with chilled Sparkling Sake.
Created by Pascal Courtin, Brand Ambassador, Sidney Frank Importing Co. Inc.",https://www.barnonedrinks.com/drinks/r/rose-zipang-14456.html,Cocktails
Rosie's Day Off,"['2 oz. TY KU Sake', '1 1/2 oz. Grape Juice (white)', '1 1/2 oz. Club Soda', '1 splash(es) Grenadine']",Build over ice in a cocktail glass.,https://www.barnonedrinks.com/drinks/r/rosies-day-off-14687.html,Cocktails
Rosita,"['1 oz. Tequila', '1/2 oz. Dry Vermouth', '1/2 oz. Sweet Vermouth', '1 oz. Campari']",Stir in an old-fashioned glass with cracked ice. Garnish with the twist of a lemon peel.,https://www.barnonedrinks.com/drinks/r/rosita-4213.html,Cocktails
Rosmarino Fizz,"['2 oz. Plymouth Gin', '1/2 oz. Lemon Juice', '1/2 oz. Grapefruit Juice', '1/2 oz. Partida Agave Nectar rosemary infused', '1 Egg White', '2 dash(es) Angostura Bitters rosemary/grapefruit']","Place all ingredients in a shaker and shake DRY, WITHOUT ICE 15-20 seconds. Then WITH ICE 15-20 seconds strain into a short glass. Place 2 large dashes of bitters inside the dry side of the mixing tin or into the mixing glass, if using a Boston set. Add 1-11/2 oz of soda into the tin using the spout to pour soda over the film left in the tin from the egg white and gather a foamy mixture. They will combine to create a reddish-brown foam/soda mixture which should be used to fill the glass and create an aromatic head to complete the drink.",https://www.barnonedrinks.com/drinks/r/rosmarino-fizz-13650.html,Cocktails
Roswell,"['3 oz. Malibu Rum', '3 oz. Orange Juice', '3 oz. Cranberry Juice', '1 splash(es) Pineapple Juice']","Pour orange juice, cranberry juice and rum over ice into an 8 oz. glass. Add the splash of pineapple juice and enjoy!",https://www.barnonedrinks.com/drinks/r/roswell-6595.html,Cocktails
Round Robin,"['1 Egg White', '1 tsp. Sugar', '1 oz. Absinthe', '1 oz. Brandy']",Shake with ice and strain into a wine glass.,https://www.barnonedrinks.com/drinks/r/round-robin-4215.html,Cocktails
Roxy,"['1 1/2 oz. 4 Copas Blanco', '3/4 oz. 4 Copas Organic Agave Nectar', '1 oz. Lime Juice', '2 Strawberries Organic', '5 Cilantro Leaves']","Muddle syrup, lime, strawberries, and cilantro. Add ice, tequila and shake well. Strain into a cocktail glass or over ice tall. Garnish with a fresh strawberry and a cilantro sprig.",https://www.barnonedrinks.com/drinks/r/roxy-12863.html,Cocktails
Royal Assassin,"['1 oz. Crown Royal', '1 oz. Wild Turkey 80 Proof Bourbon', '2 oz. Pineapple Juice', 'Sprite']",Combine in a highball glass.,https://www.barnonedrinks.com/drinks/r/royal-assassin-6117.html,Cocktails
Royal Clover Club Cocktail,"['1 1/2 oz. Gin', '1/2 Lemon (Juice of, fresh)', '1 tbsp. Grenadine', '1 Egg Yolk']","Shake with ice, strain into a sour glass, and serve.",https://www.barnonedrinks.com/drinks/r/royal-clover-club-cocktail-4217.html,Cocktails
Royal Cocktail,"['1 1/2 oz. Gin', '1/2 Lemon (Juice of, fresh)', '1/2 tsp. Powdered Sugar', '1 Egg']","Shake with ice, strain into a sour glass, and serve.",https://www.barnonedrinks.com/drinks/r/royal-cocktail-4218.html,Cocktails
